States,Regions,latitude,longitude,Dates,temperature,humidity,Usage
UP,NR,27.59998069,78.05000565,01-07-2020,32.2,66,248.3
Uttarakhand,NR,30.32040895,78.05000565,01-07-2020,27,82,35
HP,NR,31.10002545,77.16659704,01-07-2020,19.4,90,30
J&K,NR,33.45,76.24,01-07-2020,0.4,65,46.4
Chandigarh,NR,30.71999697,76.78000565,01-07-2020,31.2,65,3.4
Chhattisgarh,WR,22.09042035,82.15998734,01-07-2020,28.3,83,72.5
Gujarat,WR,22.2587,71.1924,01-07-2020,29.5,74,325.8
MP,WR,21.30039105,76.13001949,01-07-2020,29.3,72,255.1
Maharashtra,WR,19.25023195,73.16017493,01-07-2020,27.2,88,434.6
Goa,WR,15.491997,73.81800065,01-07-2020,26.1,91,12.3
DNH,WR,20.26657819,73.0166178,01-07-2020,28,83,18.6
Andhra Pradesh,SR,14.7504291,78.57002559,01-07-2020,29.2,70,155
Telangana,SR,18.1124,79.0193,01-07-2020,27.7,78,181.7
Karnataka,SR,12.57038129,76.91999711,01-07-2020,24.6,78,177.1
Kerala,SR,8.900372741,76.56999263,01-07-2020,26.4,89,69.8
Tamil Nadu,SR,12.92038576,79.15004187,01-07-2020,27.1,75,250.4
Pondy,SR,11.93499371,79.83000037,01-07-2020,29.9,74,6.7
Bihar,ER,25.78541445,87.4799727,01-07-2020,29.4,85,66.8
Jharkhand,ER,23.80039349,86.41998572,01-07-2020,29.2,82,23.8
Odisha,ER,19.82042971,85.90001746,01-07-2020,29,84,74
West Bengal,ER,22.58039044,88.32994665,01-07-2020,29.9,81,114.1
Sikkim,ER,27.3333303,88.6166475,01-07-2020,19.6,92,1.7
Arunachal Pradesh,NER,27.10039878,93.61660071,01-07-2020,26.5,87,2.3
Assam,NER,26.7499809,94.21666744,01-07-2020,28.4,86,21.5
Manipur,NER,24.79997072,93.95001705,01-07-2020,24.4,86,2.2
Meghalaya,NER,25.57049217,91.8800142,01-07-2020,20.9,90,6
Mizoram,NER,23.71039899,92.72001461,01-07-2020,21.5,89,1.8
Nagaland,NER,25.6669979,94.11657019,01-07-2020,20.7,92,2.2
Tripura,NER,23.83540428,91.27999914,01-07-2020,28.5,87,3.7
Punjab,NR,31.51997398,75.98000281,02-07-2020,31.7,65,108.5
Haryana,NR,28.45000633,77.01999101,02-07-2020,34.9,53,109
Rajasthan,NR,26.44999921,74.63998124,02-07-2020,33.2,52,219.8
Delhi,NR,28.6699929,77.23000403,02-07-2020,34.6,56,59.3
UP,NR,27.59998069,78.05000565,02-07-2020,33.8,60,242.3
Uttarakhand,NR,30.32040895,78.05000565,02-07-2020,27.3,85,32.1
HP,NR,31.10002545,77.16659704,02-07-2020,20.1,85,26.4
J&K,NR,33.45,76.24,02-07-2020,0.3,71,45.4
Chandigarh,NR,30.71999697,76.78000565,02-07-2020,31.7,65,3.1
Chhattisgarh,WR,22.09042035,82.15998734,02-07-2020,29,83,73
Gujarat,WR,22.2587,71.1924,02-07-2020,30.1,68,312
MP,WR,21.30039105,76.13001949,02-07-2020,29.9,70,252.3
Maharashtra,WR,19.25023195,73.16017493,02-07-2020,27.1,88,421.6
Goa,WR,15.491997,73.81800065,02-07-2020,25.8,92,12.3
DNH,WR,20.26657819,73.0166178,02-07-2020,28.2,82,18.2
Andhra Pradesh,SR,14.7504291,78.57002559,02-07-2020,28.8,69,150.3
Telangana,SR,18.1124,79.0193,02-07-2020,27.7,78,175.6
Karnataka,SR,12.57038129,76.91999711,02-07-2020,24,81,169.7
Kerala,SR,8.900372741,76.56999263,02-07-2020,26.2,89,64.7
Tamil Nadu,SR,12.92038576,79.15004187,02-07-2020,26.9,73,229
Pondy,SR,11.93499371,79.83000037,02-07-2020,30,70,6.2
Bihar,ER,25.78541445,87.4799727,02-07-2020,28.7,88,67.6
Jharkhand,ER,23.80039349,86.41998572,02-07-2020,29.5,83,24.3
Odisha,ER,19.82042971,85.90001746,02-07-2020,29.4,84,73.8
West Bengal,ER,22.58039044,88.32994665,02-07-2020,30.4,80,107.6
Sikkim,ER,27.3333303,88.6166475,02-07-2020,19.5,91,1.4
Arunachal Pradesh,NER,27.10039878,93.61660071,02-07-2020,25.7,94,2.1
Assam,NER,26.7499809,94.21666744,02-07-2020,27.1,91,21.1
Manipur,NER,24.79997072,93.95001705,02-07-2020,24.3,86,2.5
Meghalaya,NER,25.57049217,91.8800142,02-07-2020,21,88,6.1
Mizoram,NER,23.71039899,92.72001461,02-07-2020,21.1,94,1.7
Nagaland,NER,25.6669979,94.11657019,02-07-2020,20.7,93,2.2
Tripura,NER,23.83540428,91.27999914,02-07-2020,28.5,86,3.5
Punjab,NR,31.51997398,75.98000281,03-07-2020,32.2,65,235.3
Haryana,NR,28.45000633,77.01999101,03-07-2020,35.1,54,204.6
Rajasthan,NR,26.44999921,74.63998124,03-07-2020,34.2,48,203.2
Delhi,NR,28.6699929,77.23000403,03-07-2020,34.5,59,122.8
UP,NR,27.59998069,78.05000565,03-07-2020,33.9,62,425.6
Uttarakhand,NR,30.32040895,78.05000565,03-07-2020,27.1,86,41.1
HP,NR,31.10002545,77.16659704,03-07-2020,20.4,81,29.5
J&K,NR,33.45,76.24,03-07-2020,0.9,70,39.5
Chandigarh,NR,30.71999697,76.78000565,03-07-2020,32.6,62,6.2
Chhattisgarh,WR,22.09042035,82.15998734,03-07-2020,28.3,87,90
Gujarat,WR,22.2587,71.1924,03-07-2020,29.7,72,289.7
MP,WR,21.30039105,76.13001949,03-07-2020,29.5,73,186.4
Maharashtra,WR,19.25023195,73.16017493,03-07-2020,26.9,91,369.2
Goa,WR,15.491997,73.81800065,03-07-2020,26,92,8.8
DNH,WR,20.26657819,73.0166178,03-07-2020,27.6,87,17.4
Andhra Pradesh,SR,14.7504291,78.57002559,03-07-2020,29.9,61,157.2
Telangana,SR,18.1124,79.0193,03-07-2020,27.9,77,161.9
Karnataka,SR,12.57038129,76.91999711,03-07-2020,24,81,171.9
Kerala,SR,8.900372741,76.56999263,03-07-2020,25.4,91,64.9
Tamil Nadu,SR,12.92038576,79.15004187,03-07-2020,27.2,70,276.8
Pondy,SR,11.93499371,79.83000037,03-07-2020,29.5,72,7
Bihar,ER,25.78541445,87.4799727,03-07-2020,27.9,89,121.4
Jharkhand,ER,23.80039349,86.41998572,03-07-2020,28.7,87,24.2
Odisha,ER,19.82042971,85.90001746,03-07-2020,29.1,87,94.8
West Bengal,ER,22.58039044,88.32994665,03-07-2020,30,82,171.8
Sikkim,ER,27.3333303,88.6166475,03-07-2020,19.3,93,0.9
Arunachal Pradesh,NER,27.10039878,93.61660071,03-07-2020,26.3,88,2.5
Assam,NER,26.7499809,94.21666744,03-07-2020,28.1,88,35.5
Manipur,NER,24.79997072,93.95001705,03-07-2020,25.2,85,2.4
Meghalaya,NER,25.57049217,91.8800142,03-07-2020,21,95,5
Mizoram,NER,23.71039899,92.72001461,03-07-2020,22.3,86,1.7
Nagaland,NER,25.6669979,94.11657019,03-07-2020,20.5,94,2
Tripura,NER,23.83540428,91.27999914,03-07-2020,29.4,82,4.7
Punjab,NR,31.51997398,75.98000281,04-07-2020,30.4,72,242.9
Haryana,NR,28.45000633,77.01999101,04-07-2020,33.5,61,215.7
Rajasthan,NR,26.44999921,74.63998124,04-07-2020,32.3,54,212.6
Delhi,NR,28.6699929,77.23000403,04-07-2020,32.8,65,129.2
UP,NR,27.59998069,78.05000565,04-07-2020,32.1,69,434
Uttarakhand,NR,30.32040895,78.05000565,04-07-2020,26.6,86,43.9
HP,NR,31.10002545,77.16659704,04-07-2020,19.8,86,30.7
J&K,NR,33.45,76.24,04-07-2020,-0.1,82,41.2
Chandigarh,NR,30.71999697,76.78000565,04-07-2020,30.9,68,6.5
Chhattisgarh,WR,22.09042035,82.15998734,04-07-2020,27.9,87,89.7
Gujarat,WR,22.2587,71.1924,04-07-2020,28.8,81,297.9
MP,WR,21.30039105,76.13001949,04-07-2020,28,83,185.2
Maharashtra,WR,19.25023195,73.16017493,04-07-2020,26.2,94,395.5
Goa,WR,15.491997,73.81800065,04-07-2020,26.2,92,8.8
DNH,WR,20.26657819,73.0166178,04-07-2020,27.1,90,18.3
Andhra Pradesh,SR,14.7504291,78.57002559,04-07-2020,28.5,68,153.6
Telangana,SR,18.1124,79.0193,04-07-2020,25.5,86,168.5
Karnataka,SR,12.57038129,76.91999711,04-07-2020,24,81,174.9
Kerala,SR,8.900372741,76.56999263,04-07-2020,26,91,65.9
Tamil Nadu,SR,12.92038576,79.15004187,04-07-2020,26.6,73,286.3
Pondy,SR,11.93499371,79.83000037,04-07-2020,29,74,7.1
Bihar,ER,25.78541445,87.4799727,04-07-2020,27.9,88,117
Jharkhand,ER,23.80039349,86.41998572,04-07-2020,28.6,84,25.4
Odisha,ER,19.82042971,85.90001746,04-07-2020,28.2,87,91.1
West Bengal,ER,22.58039044,88.32994665,04-07-2020,28.7,88,178.4
Sikkim,ER,27.3333303,88.6166475,04-07-2020,18.7,93,0.9
Arunachal Pradesh,NER,27.10039878,93.61660071,04-07-2020,26.3,89,2.4
Assam,NER,26.7499809,94.21666744,04-07-2020,28,89,36.1
Manipur,NER,24.79997072,93.95001705,04-07-2020,24.9,89,2.5
Meghalaya,NER,25.57049217,91.8800142,04-07-2020,20.6,92,4.9
Mizoram,NER,23.71039899,92.72001461,04-07-2020,22,89,1.7
Nagaland,NER,25.6669979,94.11657019,04-07-2020,20.8,94,2.4
Tripura,NER,23.83540428,91.27999914,04-07-2020,28.2,85,5
Punjab,NR,31.51997398,75.98000281,05-07-2020,27.4,76,246.2
Haryana,NR,28.45000633,77.01999101,05-07-2020,30.1,68,217.8
Rajasthan,NR,26.44999921,74.63998124,05-07-2020,31.4,60,225.5
Delhi,NR,28.6699929,77.23000403,05-07-2020,29.9,70,130.3
UP,NR,27.59998069,78.05000565,05-07-2020,31.5,67,414.1
Uttarakhand,NR,30.32040895,78.05000565,05-07-2020,25.8,84,41.1
HP,NR,31.10002545,77.16659704,05-07-2020,18.5,81,30.7
J&K,NR,33.45,76.24,05-07-2020,-1.5,94,40.3
Chandigarh,NR,30.71999697,76.78000565,05-07-2020,28.3,72,6.1
Chhattisgarh,WR,22.09042035,82.15998734,05-07-2020,26.6,92,84.9
Gujarat,WR,22.2587,71.1924,05-07-2020,26.4,90,296.8
MP,WR,21.30039105,76.13001949,05-07-2020,27.1,84,186.3
Maharashtra,WR,19.25023195,73.16017493,05-07-2020,26.1,94,395.5
Goa,WR,15.491997,73.81800065,05-07-2020,26.6,90,8.8
DNH,WR,20.26657819,73.0166178,05-07-2020,26,94,18.7
Andhra Pradesh,SR,14.7504291,78.57002559,05-07-2020,29,69,159.4
Telangana,SR,18.1124,79.0193,05-07-2020,25.2,86,175.3
Karnataka,SR,12.57038129,76.91999711,05-07-2020,24.6,78,172.6
Kerala,SR,8.900372741,76.56999263,05-07-2020,27,85,65.2
Tamil Nadu,SR,12.92038576,79.15004187,05-07-2020,27.3,68,291.3
Pondy,SR,11.93499371,79.83000037,05-07-2020,29.6,72,7.1
Bihar,ER,25.78541445,87.4799727,05-07-2020,28.8,85,112.6
Jharkhand,ER,23.80039349,86.41998572,05-07-2020,27.5,89,25.1
Odisha,ER,19.82042971,85.90001746,05-07-2020,28.3,84,93.6
West Bengal,ER,22.58039044,88.32994665,05-07-2020,28,89,172.2
Sikkim,ER,27.3333303,88.6166475,05-07-2020,19.1,90,1
Arunachal Pradesh,NER,27.10039878,93.61660071,05-07-2020,26,90,2.2
Assam,NER,26.7499809,94.21666744,05-07-2020,27.8,89,34
Manipur,NER,24.79997072,93.95001705,05-07-2020,24.7,90,2.6
Meghalaya,NER,25.57049217,91.8800142,05-07-2020,20.6,91,5.1
Mizoram,NER,23.71039899,92.72001461,05-07-2020,21.9,87,1.8
Nagaland,NER,25.6669979,94.11657019,05-07-2020,20.9,94,2.2
Tripura,NER,23.83540428,91.27999914,05-07-2020,27.2,89,5.2
Punjab,NR,31.51997398,75.98000281,01-08-2020,28.1,83,214.3
Haryana,NR,28.45000633,77.01999101,01-08-2020,29.6,82,208
Rajasthan,NR,26.44999921,74.63998124,01-08-2020,27.9,80,225.7
Delhi,NR,28.6699929,77.23000403,01-08-2020,29.2,85,128.7
UP,NR,27.59998069,78.05000565,01-08-2020,29.5,84,439.6
Uttarakhand,NR,30.32040895,78.05000565,01-08-2020,25.4,93,42.8
HP,NR,31.10002545,77.16659704,01-08-2020,18.7,90,29.9
J&K,NR,33.45,76.24,01-08-2020,1.4,82,38.6
Chandigarh,NR,30.71999697,76.78000565,01-08-2020,28.4,82,5.7
Chhattisgarh,WR,22.09042035,82.15998734,01-08-2020,28.7,85,88.5
Gujarat,WR,22.2587,71.1924,01-08-2020,28.5,79,288.7
MP,WR,21.30039105,76.13001949,01-08-2020,28.5,81,188.2
Maharashtra,WR,19.25023195,73.16017493,01-08-2020,27.6,87,399.6
Goa,WR,15.491997,73.81800065,01-08-2020,26,92,10.2
DNH,WR,20.26657819,73.0166178,01-08-2020,27.9,85,18.5
Andhra Pradesh,SR,14.7504291,78.57002559,01-08-2020,29,68,163.6
Telangana,SR,18.1124,79.0193,01-08-2020,27,83,190.3
Karnataka,SR,12.57038129,76.91999711,01-08-2020,23.3,83,170.5
Kerala,SR,8.900372741,76.56999263,01-08-2020,25.8,89,65.1
Tamil Nadu,SR,12.92038576,79.15004187,01-08-2020,26.7,74,296.9
Pondy,SR,11.93499371,79.83000037,01-08-2020,28.9,75,7.9
Bihar,ER,25.78541445,87.4799727,01-08-2020,28.5,86,115.3
Jharkhand,ER,23.80039349,86.41998572,01-08-2020,28.6,87,25.4
Odisha,ER,19.82042971,85.90001746,01-08-2020,29.5,85,93.6
West Bengal,ER,22.58039044,88.32994665,01-08-2020,29.8,85,171.8
Sikkim,ER,27.3333303,88.6166475,01-08-2020,19.9,90,1
Arunachal Pradesh,NER,27.10039878,93.61660071,01-08-2020,27.2,83,2.4
Assam,NER,26.7499809,94.21666744,01-08-2020,28.8,86,33.3
Manipur,NER,24.79997072,93.95001705,01-08-2020,25.9,82,2.5
Meghalaya,NER,25.57049217,91.8800142,01-08-2020,21.1,89,5.3
Mizoram,NER,23.71039899,92.72001461,01-08-2020,22.8,88,1.9
Nagaland,NER,25.6669979,94.11657019,01-08-2020,21.4,92,2.5
Tripura,NER,23.83540428,91.27999914,01-08-2020,29.5,85,5.2
Punjab,NR,31.51997398,75.98000281,02-08-2020,28.4,84,219.2
Haryana,NR,28.45000633,77.01999101,02-08-2020,31.4,72,209.3
Rajasthan,NR,26.44999921,74.63998124,02-08-2020,29.1,76,228.7
Delhi,NR,28.6699929,77.23000403,02-08-2020,31,78,128.5
UP,NR,27.59998069,78.05000565,02-08-2020,30.6,78,435
Uttarakhand,NR,30.32040895,78.05000565,02-08-2020,25.9,91,42.7
HP,NR,31.10002545,77.16659704,02-08-2020,18.7,91,30.8
J&K,NR,33.45,76.24,02-08-2020,1.1,80,39.8
Chandigarh,NR,30.71999697,76.78000565,02-08-2020,28.8,81,5.9
Chhattisgarh,WR,22.09042035,82.15998734,02-08-2020,28.7,85,86.8
Gujarat,WR,22.2587,71.1924,02-08-2020,29.1,76,292.4
MP,WR,21.30039105,76.13001949,02-08-2020,28.4,84,195.1
Maharashtra,WR,19.25023195,73.16017493,02-08-2020,27.8,83,397.8
Goa,WR,15.491997,73.81800065,02-08-2020,25.9,91,10.2
DNH,WR,20.26657819,73.0166178,02-08-2020,28.2,83,18.6
Andhra Pradesh,SR,14.7504291,78.57002559,02-08-2020,28.4,71,167.9
Telangana,SR,18.1124,79.0193,02-08-2020,27.6,79,193.7
Karnataka,SR,12.57038129,76.91999711,02-08-2020,22.5,89,179.2
Kerala,SR,8.900372741,76.56999263,02-08-2020,25.4,91,65.5
Tamil Nadu,SR,12.92038576,79.15004187,02-08-2020,27.3,65,303.7
Pondy,SR,11.93499371,79.83000037,02-08-2020,29.4,68,7.9
Bihar,ER,25.78541445,87.4799727,02-08-2020,29.7,84,116.8
Jharkhand,ER,23.80039349,86.41998572,02-08-2020,29,86,25.9
Odisha,ER,19.82042971,85.90001746,02-08-2020,29.6,87,90.3
West Bengal,ER,22.58039044,88.32994665,02-08-2020,29.8,86,170.8
Sikkim,ER,27.3333303,88.6166475,02-08-2020,20.8,88,0.9
Arunachal Pradesh,NER,27.10039878,93.61660071,02-08-2020,27.8,84,2.3
Assam,NER,26.7499809,94.21666744,02-08-2020,29.8,84,35.2
Manipur,NER,24.79997072,93.95001705,02-08-2020,26.2,85,2.5
Meghalaya,NER,25.57049217,91.8800142,02-08-2020,22,89,5.3
Mizoram,NER,23.71039899,92.72001461,02-08-2020,22.3,93,1.9
Nagaland,NER,25.6669979,94.11657019,02-08-2020,22,89,2.3
Tripura,NER,23.83540428,91.27999914,02-08-2020,29.5,86,5.2
Punjab,NR,31.51997398,75.98000281,03-08-2020,29.3,81,228.4
Haryana,NR,28.45000633,77.01999101,03-08-2020,32,69,209.1
Rajasthan,NR,26.44999921,74.63998124,03-08-2020,29.7,70,224.7
Delhi,NR,28.6699929,77.23000403,03-08-2020,31.4,77,122.2
UP,NR,27.59998069,78.05000565,03-08-2020,31,75,430.1
Uttarakhand,NR,30.32040895,78.05000565,03-08-2020,26.4,91,39.6
HP,NR,31.10002545,77.16659704,03-08-2020,19.4,87,31.1
J&K,NR,33.45,76.24,03-08-2020,0.1,75,40.2
Chandigarh,NR,30.71999697,76.78000565,03-08-2020,29.5,76,5.9
Chhattisgarh,WR,22.09042035,82.15998734,03-08-2020,27.5,88,85.2
Gujarat,WR,22.2587,71.1924,03-08-2020,28.8,77,294.3
MP,WR,21.30039105,76.13001949,03-08-2020,26.6,91,192.3
Maharashtra,WR,19.25023195,73.16017493,03-08-2020,26.3,91,390.6
Goa,WR,15.491997,73.81800065,03-08-2020,25.6,92,10.2
DNH,WR,20.26657819,73.0166178,03-08-2020,27.1,87,18.6
Andhra Pradesh,SR,14.7504291,78.57002559,03-08-2020,28.6,68,169.6
Telangana,SR,18.1124,79.0193,03-08-2020,26.8,77,188.3
Karnataka,SR,12.57038129,76.91999711,03-08-2020,23.8,80,177.7
Kerala,SR,8.900372741,76.56999263,03-08-2020,26.1,89,67
Tamil Nadu,SR,12.92038576,79.15004187,03-08-2020,26.5,70,307.3
Pondy,SR,11.93499371,79.83000037,03-08-2020,28.4,76,8.2
Bihar,ER,25.78541445,87.4799727,03-08-2020,30.5,81,115.6
Jharkhand,ER,23.80039349,86.41998572,03-08-2020,28.8,85,24.5
Odisha,ER,19.82042971,85.90001746,03-08-2020,28.8,88,89.4
West Bengal,ER,22.58039044,88.32994665,03-08-2020,29.9,86,168.4
Sikkim,ER,27.3333303,88.6166475,03-08-2020,21.4,83,1.2
Arunachal Pradesh,NER,27.10039878,93.61660071,03-08-2020,29,81,2.3
Assam,NER,26.7499809,94.21666744,03-08-2020,31,79,36
Manipur,NER,24.79997072,93.95001705,03-08-2020,26.5,85,2.6
Meghalaya,NER,25.57049217,91.8800142,03-08-2020,22.2,90,5.3
Mizoram,NER,23.71039899,92.72001461,03-08-2020,23.5,90,1.9
Nagaland,NER,25.6669979,94.11657019,03-08-2020,23,85,2.3
Tripura,NER,23.83540428,91.27999914,03-08-2020,30.3,84,4.9
Punjab,NR,31.51997398,75.98000281,04-08-2020,29.8,79,224.1
Haryana,NR,28.45000633,77.01999101,04-08-2020,32.2,69,198.2
Rajasthan,NR,26.44999921,74.63998124,04-08-2020,30.1,68,219.8
Delhi,NR,28.6699929,77.23000403,04-08-2020,31.4,77,116.7
UP,NR,27.59998069,78.05000565,04-08-2020,30.9,78,423.8
Uttarakhand,NR,30.32040895,78.05000565,04-08-2020,27.8,83,38
HP,NR,31.10002545,77.16659704,04-08-2020,19.8,81,28.2
J&K,NR,33.45,76.24,04-08-2020,1,80,39.3
Chandigarh,NR,30.71999697,76.78000565,04-08-2020,30.4,74,5.5
Chhattisgarh,WR,22.09042035,82.15998734,04-08-2020,27.5,87,74.4
Gujarat,WR,22.2587,71.1924,04-08-2020,28.2,83,276.3
MP,WR,21.30039105,76.13001949,04-08-2020,27.5,83,180
Maharashtra,WR,19.25023195,73.16017493,04-08-2020,25.9,93,381.2
Goa,WR,15.491997,73.81800065,04-08-2020,26,89,10.2
DNH,WR,20.26657819,73.0166178,04-08-2020,26.7,92,18.2
Andhra Pradesh,SR,14.7504291,78.57002559,04-08-2020,27.2,73,169.7
Telangana,SR,18.1124,79.0193,04-08-2020,25.8,80,188.1
Karnataka,SR,12.57038129,76.91999711,04-08-2020,23.9,76,167.9
Kerala,SR,8.900372741,76.56999263,04-08-2020,26.3,89,62.6
Tamil Nadu,SR,12.92038576,79.15004187,04-08-2020,27.3,61,290.2
Pondy,SR,11.93499371,79.83000037,04-08-2020,29.8,63,7.7
Bihar,ER,25.78541445,87.4799727,04-08-2020,31.3,80,112.6
Jharkhand,ER,23.80039349,86.41998572,04-08-2020,28.8,86,23.2
Odisha,ER,19.82042971,85.90001746,04-08-2020,27.9,90,91.4
West Bengal,ER,22.58039044,88.32994665,04-08-2020,28.3,93,153.1
Sikkim,ER,27.3333303,88.6166475,04-08-2020,21.8,75,0.8
Arunachal Pradesh,NER,27.10039878,93.61660071,04-08-2020,30.6,74,2.1
Assam,NER,26.7499809,94.21666744,04-08-2020,32.2,77,33.3
Manipur,NER,24.79997072,93.95001705,04-08-2020,25.1,86,2.5
Meghalaya,NER,25.57049217,91.8800142,04-08-2020,22,90,5.3
Mizoram,NER,23.71039899,92.72001461,04-08-2020,22.9,93,1.8
Nagaland,NER,25.6669979,94.11657019,04-08-2020,23.2,80,2.2
Tripura,NER,23.83540428,91.27999914,04-08-2020,29.3,86,4.8
Punjab,NR,31.51997398,75.98000281,05-08-2020,29.7,79,111.2
Haryana,NR,28.45000633,77.01999101,05-08-2020,30.7,78,110.4
Rajasthan,NR,26.44999921,74.63998124,05-08-2020,29.6,74,236.5
Delhi,NR,28.6699929,77.23000403,05-08-2020,30.6,80,61.5
UP,NR,27.59998069,78.05000565,05-08-2020,29.6,83,250.8
Uttarakhand,NR,30.32040895,78.05000565,05-08-2020,28.8,79,33.8
HP,NR,31.10002545,77.16659704,05-08-2020,20.2,85,27.5
J&K,NR,33.45,76.24,05-08-2020,2,80,46.8
Chandigarh,NR,30.71999697,76.78000565,05-08-2020,30.4,74,3.1
Chhattisgarh,WR,22.09042035,82.15998734,05-08-2020,25.7,93,91.3
Gujarat,WR,22.2587,71.1924,05-08-2020,28.1,84,360.1
MP,WR,21.30039105,76.13001949,05-08-2020,27.4,87,226.7
Maharashtra,WR,19.25023195,73.16017493,05-08-2020,25.8,95,476.6
Goa,WR,15.491997,73.81800065,05-08-2020,26.1,90,10.9
DNH,WR,20.26657819,73.0166178,05-08-2020,26.3,95,18.6
Andhra Pradesh,SR,14.7504291,78.57002559,05-08-2020,27.2,73,195.3
Telangana,SR,18.1124,79.0193,05-08-2020,25.8,81,248.6
Karnataka,SR,12.57038129,76.91999711,05-08-2020,23.7,79,237.2
Kerala,SR,8.900372741,76.56999263,05-08-2020,26.6,88,78.9
Tamil Nadu,SR,12.92038576,79.15004187,05-08-2020,26.8,65,323
Pondy,SR,11.93499371,79.83000037,05-08-2020,28.7,68,7.5
Bihar,ER,25.78541445,87.4799727,05-08-2020,30.3,79,72.1
Jharkhand,ER,23.80039349,86.41998572,05-08-2020,27.1,89,24.2
Odisha,ER,19.82042971,85.90001746,05-08-2020,27.8,87,72.4
West Bengal,ER,22.58039044,88.32994665,05-08-2020,27.7,91,120.1
Sikkim,ER,27.3333303,88.6166475,05-08-2020,20.3,88,1.4
Arunachal Pradesh,NER,27.10039878,93.61660071,05-08-2020,30,75,2.1
Assam,NER,26.7499809,94.21666744,05-08-2020,31.2,79,22.5
Manipur,NER,24.79997072,93.95001705,05-08-2020,25.6,82,2.7
Meghalaya,NER,25.57049217,91.8800142,05-08-2020,22.2,84,5.6
Mizoram,NER,23.71039899,92.72001461,05-08-2020,23.3,88,1.6
Nagaland,NER,25.6669979,94.11657019,05-08-2020,23.5,76,2.1
Tripura,NER,23.83540428,91.27999914,05-08-2020,29.4,81,3.5
Punjab,NR,31.51997398,75.98000281,01-09-2020,27.9,80,116.5
Haryana,NR,28.45000633,77.01999101,01-09-2020,28.7,74,119.5
Rajasthan,NR,26.44999921,74.63998124,01-09-2020,25,86,244.7
Delhi,NR,28.6699929,77.23000403,01-09-2020,28.6,76,62.8
UP,NR,27.59998069,78.05000565,01-09-2020,28.2,77,257.1
Uttarakhand,NR,30.32040895,78.05000565,01-09-2020,25.8,85,35
HP,NR,31.10002545,77.16659704,01-09-2020,18.7,87,28.4
J&K,NR,33.45,76.24,01-09-2020,0.8,74,46.9
Chandigarh,NR,30.71999697,76.78000565,01-09-2020,28.1,77,3.4
Chhattisgarh,WR,22.09042035,82.15998734,01-09-2020,28.5,77,86.2
Gujarat,WR,22.2587,71.1924,01-09-2020,26.1,83,363.1
MP,WR,21.30039105,76.13001949,01-09-2020,26.6,78,234.3
Maharashtra,WR,19.25023195,73.16017493,01-09-2020,26.2,90,490.8
Goa,WR,15.491997,73.81800065,01-09-2020,26.7,88,11
DNH,WR,20.26657819,73.0166178,01-09-2020,26.2,90,19
Andhra Pradesh,SR,14.7504291,78.57002559,01-09-2020,28.9,73,195.9
Telangana,SR,18.1124,79.0193,01-09-2020,27.4,74,254
Karnataka,SR,12.57038129,76.91999711,01-09-2020,24.6,81,245.1
Kerala,SR,8.900372741,76.56999263,01-09-2020,26,88,79.9
Tamil Nadu,SR,12.92038576,79.15004187,01-09-2020,26.4,80,334
Pondy,SR,11.93499371,79.83000037,01-09-2020,28,83,7.9
Bihar,ER,25.78541445,87.4799727,01-09-2020,27.8,90,73.1
Jharkhand,ER,23.80039349,86.41998572,01-09-2020,27.8,87,22.9
Odisha,ER,19.82042971,85.90001746,01-09-2020,28.6,88,71.6
West Bengal,ER,22.58039044,88.32994665,01-09-2020,27.8,92,115.5
Sikkim,ER,27.3333303,88.6166475,01-09-2020,19.5,95,1.5
Arunachal Pradesh,NER,27.10039878,93.61660071,01-09-2020,26.9,88,2.2
Assam,NER,26.7499809,94.21666744,01-09-2020,28.5,86,20.3
Manipur,NER,24.79997072,93.95001705,01-09-2020,23.9,89,2.5
Meghalaya,NER,25.57049217,91.8800142,01-09-2020,19.7,92,5.7
Mizoram,NER,23.71039899,92.72001461,01-09-2020,20.7,96,1.6
Nagaland,NER,25.6669979,94.11657019,01-09-2020,20.5,91,2.2
Tripura,NER,23.83540428,91.27999914,01-09-2020,27,92,3.4
Punjab,NR,31.51997398,75.98000281,02-09-2020,28.5,79,114
Haryana,NR,28.45000633,77.01999101,02-09-2020,29.1,73,114
Rajasthan,NR,26.44999921,74.63998124,02-09-2020,25.8,87,225.9
Delhi,NR,28.6699929,77.23000403,02-09-2020,28.9,77,63.9
UP,NR,27.59998069,78.05000565,02-09-2020,28.3,81,250
Uttarakhand,NR,30.32040895,78.05000565,02-09-2020,26.2,86,35.1
HP,NR,31.10002545,77.16659704,02-09-2020,18.9,89,28.2
J&K,NR,33.45,76.24,02-09-2020,1.6,78,45.4
Chandigarh,NR,30.71999697,76.78000565,02-09-2020,28.8,77,3.4
Chhattisgarh,WR,22.09042035,82.15998734,02-09-2020,25.9,90,84.3
Gujarat,WR,22.2587,71.1924,02-09-2020,26.5,79,356.5
MP,WR,21.30039105,76.13001949,02-09-2020,26.8,77,232.1
Maharashtra,WR,19.25023195,73.16017493,02-09-2020,27.1,86,490.1
Goa,WR,15.491997,73.81800065,02-09-2020,27,88,11
DNH,WR,20.26657819,73.0166178,02-09-2020,26.6,87,19.2
Andhra Pradesh,SR,14.7504291,78.57002559,02-09-2020,27.1,84,201.2
Telangana,SR,18.1124,79.0193,02-09-2020,26.5,82,254.1
