States,Regions,latitude,longitude,Dates,temperature,humidity,Usage,DayOfWeek,IsWeekend,Day,Month,Quarter,Lag1,Lag7,Lag14,Rolling7,Rolling14,Rolling30,RollingStd7
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-10-05,24.3,89,2.1,5,1,5,10,4,2.2,2.3,2.1,2.1,2.1,2.14,0.1290994448735808
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-10-06,24.5,88,2.2,6,1,6,10,4,2.1,2.0,2.1,2.0714285714285716,2.1,2.143333333333333,0.09511897312113449
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-10-08,23.7,88,2.2,1,0,8,10,4,2.2,2.1,2.1,2.1,2.107142857142857,2.146666666666667,0.10000000000000041
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-10-09,23.2,89,2.3,2,0,9,10,4,2.2,1.9,2.1,2.1142857142857143,2.1142857142857143,2.1533333333333333,0.10690449676497023
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-10-10,22.9,89,2.3,3,0,10,10,4,2.3,2.1,2.1,2.1714285714285717,2.1285714285714286,2.1566666666666667,0.07559289460184643
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-10-11,22.6,88,1.8,4,0,11,10,4,2.3,2.1,2.1,2.2,2.142857142857143,2.1599999999999997,0.08164965809277373
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-10-12,22.9,85,2.1,5,1,12,10,4,1.8,2.2,2.1,2.157142857142857,2.1214285714285714,2.143333333333333,0.17182493859684528
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-10-13,23.0,82,2.1,6,1,13,10,4,2.1,2.1,2.3,2.142857142857143,2.1214285714285714,2.14,0.17182493859684522
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-10-14,23.5,77,2.2,0,0,14,10,4,2.1,2.2,2.0,2.142857142857143,2.107142857142857,2.13,0.17182493859684522
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-10-15,23.6,73,2.3,1,0,15,10,4,2.2,2.2,2.1,2.142857142857143,2.1214285714285714,2.1233333333333335,0.17182493859684522
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-10-16,23.5,75,2.2,2,0,16,10,4,2.3,2.3,1.9,2.1571428571428575,2.1357142857142857,2.12,0.18126539343499345
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-10-17,23.6,79,2.1,3,0,17,10,4,2.2,2.3,2.1,2.142857142857143,2.157142857142857,2.126666666666667,0.17182493859684522
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-10-18,24.0,78,2.2,4,0,18,10,4,2.1,1.8,2.1,2.1142857142857143,2.1571428571428575,2.126666666666667,0.15735915849388893
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-10-19,23.3,75,2.3,5,1,19,10,4,2.2,2.1,2.2,2.1714285714285717,2.164285714285714,2.1266666666666665,0.07559289460184652
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-10-20,23.1,75,2.2,6,1,20,10,4,2.3,2.1,2.1,2.2,2.1714285714285717,2.1300000000000003,0.08164965809277382
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-10-21,22.4,85,2.3,0,0,21,10,4,2.2,2.2,2.2,2.2142857142857144,2.1785714285714284,2.136666666666667,0.06900655593423705
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-10-22,21.7,92,2.2,1,0,22,10,4,2.3,2.3,2.2,2.2285714285714286,2.185714285714286,2.143333333333333,0.07559289460184707
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-10-23,21.8,84,2.2,2,0,23,10,4,2.2,2.2,2.3,2.2142857142857144,2.185714285714286,2.146666666666667,0.06900655593423705
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-10-24,19.9,89,2.2,3,0,24,10,4,2.2,2.1,2.3,2.2142857142857144,2.1785714285714284,2.15,0.06900655593423705
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-10-25,18.6,97,2.2,4,0,25,10,4,2.2,2.2,1.8,2.2285714285714286,2.1714285714285713,2.1533333333333333,0.048795003647429225
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-10-26,19.4,95,2.2,5,1,26,10,4,2.2,2.3,2.1,2.2285714285714286,2.2,2.1566666666666667,0.048795003647429225
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-10-27,21.0,82,2.1,6,1,27,10,4,2.2,2.2,2.1,2.2142857142857144,2.2071428571428573,2.1600000000000006,0.03779644730092576
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-10-28,21.8,82,2.2,0,0,28,10,4,2.1,2.3,2.2,2.2,2.2071428571428573,2.1599999999999997,0.057735026918964344
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-10-29,22.3,80,2.0,1,0,29,10,4,2.2,2.2,2.3,2.185714285714286,2.2071428571428573,2.1633333333333336,0.03779644730092524
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-10-30,22.5,76,2.0,2,0,30,10,4,2.0,2.2,2.2,2.1571428571428575,2.185714285714286,2.1533333333333338,0.07867957924694528
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-10-31,21.5,78,2.3,3,0,31,10,4,2.0,2.2,2.1,2.128571428571429,2.1714285714285717,2.1533333333333338,0.0951189731211348
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-11-01,21.2,79,1.5,4,0,1,11,4,2.3,2.2,2.2,2.142857142857143,2.185714285714286,2.1599999999999997,0.11338934190276868
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-11-02,21.6,77,1.6,5,1,2,11,4,1.5,2.2,2.3,2.042857142857143,2.1357142857142857,2.146666666666667,0.263673679998231
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-11-03,21.5,76,1.7,6,1,3,11,4,1.6,2.1,2.2,1.957142857142857,2.085714285714286,2.1300000000000003,0.299205296617238
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-11-04,21.5,72,1.2,0,0,4,11,4,1.7,2.2,2.3,1.9000000000000001,2.05,2.1166666666666667,0.3055050463303889
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-11-05,21.2,76,1.3,1,0,5,11,4,1.2,2.0,2.2,1.757142857142857,1.9714285714285715,2.0833333333333335,0.36903993847614336
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-11-06,21.4,80,1.4,2,0,6,11,4,1.3,2.0,2.2,1.657142857142857,1.907142857142857,2.0566666666666666,0.3866830866792713
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-11-08,22.1,75,1.4,4,0,8,11,4,1.4,2.3,2.2,1.5714285714285714,1.85,2.03,0.36384193323605735
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-11-09,21.7,75,2.1,5,1,9,11,4,1.4,1.5,2.2,1.4428571428571428,1.792857142857143,2.0033333333333334,0.17182493859684245
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-11-10,21.1,87,2.0,6,1,10,11,4,2.1,1.6,2.2,1.5285714285714285,1.7857142857142858,1.9966666666666666,0.30394235042348355
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-11-11,20.8,85,2.2,0,0,11,11,4,2.0,1.7,2.1,1.5857142857142854,1.7714285714285716,1.9866666666666668,0.35321651258386
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-11-12,21.5,82,2.1,1,0,12,11,4,2.2,1.2,2.2,1.657142857142857,1.7785714285714285,2.0,0.42370250120079417
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-11-13,21.8,84,2.0,2,0,13,11,4,2.1,1.3,2.0,1.7857142857142858,1.7714285714285716,2.0,0.39761191895520154
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-11-14,22.4,80,2.1,3,0,14,11,4,2.0,1.4,2.0,1.8857142857142857,1.7714285714285716,1.9966666666666668,0.3387652649872837
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-11-15,23.0,79,2.0,4,0,15,11,4,2.1,1.4,2.3,1.9857142857142855,1.7785714285714285,1.9933333333333334,0.2672612419124242
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-11-16,22.0,84,2.2,5,1,16,11,4,2.0,2.1,1.5,2.0714285714285716,1.757142857142857,1.9833333333333336,0.07559289460184514
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-11-17,20.4,94,2.3,6,1,17,11,4,2.2,2.0,1.6,2.085714285714286,1.807142857142857,1.9833333333333334,0.08997354108424356
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-11-18,20.4,92,2.4,0,0,18,11,4,2.3,2.2,1.7,2.128571428571429,1.8571428571428572,1.99,0.11126972805283732
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-11-19,19.9,85,2.3,1,0,19,11,4,2.4,2.1,1.2,2.157142857142857,1.9071428571428573,1.9966666666666666,0.1511857892036909
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-11-20,20.0,79,2.1,2,0,20,11,4,2.3,2.0,1.3,2.185714285714286,1.9857142857142855,1.9966666666666666,0.15735915849388876
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-11-21,20.5,79,2.1,3,0,21,11,4,2.1,2.1,1.4,2.2,2.042857142857143,1.9933333333333334,0.14142135623730973
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-11-22,20.2,79,2.1,4,0,22,11,4,2.1,2.0,1.4,2.2,2.092857142857143,1.9866666666666668,0.14142135623730973
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-11-23,20.3,75,2.0,5,1,23,11,4,2.1,2.2,2.1,2.2142857142857144,2.142857142857143,1.9833333333333336,0.12149857925879151
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-11-24,19.5,74,2.1,6,1,24,11,4,2.0,2.3,2.0,2.185714285714286,2.1357142857142857,1.9766666666666668,0.1463850109422801
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-11-25,19.5,77,2.2,0,0,25,11,4,2.1,2.4,2.2,2.157142857142857,2.142857142857143,1.9733333333333332,0.1397276262011544
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-11-26,19.5,75,2.2,1,0,26,11,4,2.2,2.3,2.1,2.1285714285714286,2.142857142857143,1.9733333333333334,0.09511897312113413
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-11-27,19.5,75,2.2,2,0,27,11,4,2.2,2.1,2.0,2.1142857142857143,2.15,1.9733333333333334,0.06900655593423535
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-11-28,19.3,75,2.2,3,0,28,11,4,2.2,2.1,2.1,2.1285714285714286,2.164285714285714,1.9766666666666666,0.0755928946018455
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-11-29,19.3,70,2.0,4,0,29,11,4,2.2,2.1,2.0,2.1428571428571432,2.1714285714285717,1.9766666666666668,0.07867957924694449
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-11-30,18.2,81,2.3,5,1,30,11,4,2.0,2.0,2.2,2.128571428571429,2.1714285714285717,1.9766666666666668,0.09511897312113426
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-12-01,17.3,87,2.3,6,1,1,12,4,2.3,2.1,2.3,2.1714285714285717,2.178571428571429,1.9866666666666668,0.09511897312113447
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-12-02,16.5,80,2.2,0,0,2,12,4,2.3,2.2,2.4,2.2,2.1785714285714284,1.9866666666666668,0.10000000000000046
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-12-03,16.2,75,2.2,1,0,3,12,4,2.2,2.2,2.3,2.2,2.164285714285714,2.01,0.10000000000000046
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-12-04,16.4,69,2.2,2,0,4,12,4,2.2,2.2,2.1,2.2,2.1571428571428575,2.03,0.10000000000000046
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-12-05,16.2,71,2.1,3,0,5,12,4,2.2,2.2,2.1,2.2,2.164285714285714,2.046666666666667,0.10000000000000046
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-12-06,16.5,69,2.2,4,0,6,12,4,2.1,2.0,2.1,2.185714285714286,2.164285714285714,2.0766666666666667,0.10690449676497008
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-12-08,16.2,66,1.8,6,1,8,12,4,2.2,2.3,2.0,2.2142857142857144,2.1714285714285717,2.106666666666667,0.06900655593423621
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-12-09,16.7,69,1.9,0,0,9,12,4,1.8,2.3,2.1,2.1428571428571432,2.1571428571428575,2.12,0.16183471874253744
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-12-10,16.6,71,1.9,1,0,10,12,4,1.9,2.2,2.2,2.085714285714286,2.142857142857143,2.1366666666666663,0.1676163419695051
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-12-11,16.1,76,2.0,2,0,11,12,4,1.9,2.2,2.2,2.042857142857143,2.1214285714285714,2.1300000000000003,0.17182493859684478
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-12-12,16.0,75,2.2,3,0,12,12,4,2.0,2.2,2.2,2.0142857142857142,2.107142857142857,2.1300000000000003,0.15735915849388843
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-12-13,16.3,73,2.0,4,0,13,12,4,2.2,2.1,2.2,2.0142857142857147,2.107142857142857,2.13,0.15735915849388843
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-12-14,17.4,71,1.9,5,1,14,12,4,2.0,2.2,2.0,2.0,2.092857142857143,2.1266666666666665,0.15275252316519444
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-12-15,16.7,77,2.2,6,1,15,12,4,1.9,1.8,2.3,1.957142857142857,2.085714285714286,2.1233333333333335,0.12724180205607002
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-12-16,16.4,86,2.2,0,0,16,12,4,2.2,1.9,2.3,2.0142857142857142,2.0785714285714283,2.1266666666666665,0.13451854182690964
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-12-17,15.7,86,2.2,1,0,17,12,4,2.2,1.9,2.2,2.0571428571428574,2.0714285714285716,2.1333333333333333,0.13972762620115423
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-12-18,15.0,77,2.3,2,0,18,12,4,2.2,2.0,2.2,2.1,2.0714285714285716,2.1333333333333333,0.12909944487358052
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-12-19,15.1,72,2.2,3,0,19,12,4,2.3,2.2,2.2,2.142857142857143,2.0785714285714287,2.1333333333333333,0.13972762620115445
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-12-20,16.0,71,2.3,4,0,20,12,4,2.2,2.0,2.1,2.1428571428571432,2.0785714285714287,2.1266666666666665,0.13972762620115445
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-12-21,16.1,76,2.2,5,1,21,12,4,2.3,1.9,2.2,2.1857142857142855,2.092857142857143,2.126666666666667,0.1345185418269101
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-12-22,15.7,78,2.1,6,1,22,12,4,2.2,2.2,1.8,2.2285714285714286,2.092857142857143,2.13,0.04879500364742791
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-12-23,15.6,77,2.1,0,0,23,12,4,2.1,2.2,1.9,2.2142857142857144,2.1142857142857143,2.13,0.06900655593423612
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-12-24,15.4,74,2.3,1,0,24,12,4,2.1,2.2,1.9,2.2,2.1285714285714286,2.13,0.08164965809277304
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-12-25,14.6,76,2.1,2,0,25,12,4,2.3,2.3,2.0,2.2142857142857144,2.157142857142857,2.14,0.08997354108424423
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-12-26,14.6,79,2.1,3,0,26,12,4,2.1,2.2,2.2,2.185714285714286,2.164285714285714,2.14,0.08997354108424399
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-12-27,13.9,74,2.0,4,0,27,12,4,2.1,2.3,2.0,2.1714285714285713,2.157142857142857,2.136666666666667,0.0951189731211343
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-12-28,13.8,72,2.0,5,1,28,12,4,2.0,2.2,1.9,2.1285714285714286,2.157142857142857,2.13,0.0951189731211341
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-12-29,14.0,73,2.0,6,1,29,12,4,2.0,2.1,2.2,2.1,2.164285714285714,2.1233333333333335,0.09999999999999976
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-12-30,14.0,69,2.3,0,0,30,12,4,2.0,2.1,2.2,2.085714285714286,2.15,2.1166666666666667,0.10690449676496949
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-12-31,14.0,59,2.2,1,0,31,12,4,2.3,2.3,2.2,2.1142857142857143,2.157142857142857,2.1266666666666665,0.13451854182690967
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-01-01,14.8,61,2.1,2,0,1,1,1,2.2,2.1,2.3,2.1,2.157142857142857,2.1233333333333335,0.11547005383792498
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-01-02,15.1,71,2.2,3,0,2,1,1,2.1,2.1,2.2,2.1,2.142857142857143,2.1166666666666667,0.11547005383792498
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-01-03,14.6,83,2.2,4,0,3,1,1,2.2,2.0,2.3,2.1142857142857143,2.142857142857143,2.1166666666666667,0.12149857925879108
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-01-04,14.8,84,2.1,5,1,4,1,1,2.2,2.0,2.2,2.142857142857143,2.1357142857142857,2.1166666666666667,0.11338934190276821
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-01-05,13.9,90,2.2,6,1,5,1,1,2.1,2.0,2.1,2.1571428571428575,2.1285714285714286,2.1133333333333333,0.09759000729485344
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-01-13,15.9,65,2.1,0,0,13,1,1,2.2,2.3,2.1,2.185714285714286,2.1357142857142857,2.1166666666666667,0.06900655593423587
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-01-14,16.0,65,2.0,1,0,14,1,1,2.1,2.2,2.3,2.1571428571428575,2.1357142857142857,2.1133333333333333,0.05345224838248515
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-01-15,16.1,73,2.0,2,0,15,1,1,2.0,2.1,2.1,2.128571428571429,2.1142857142857143,2.12,0.07559289460184541
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-01-16,16.3,70,2.1,3,0,16,1,1,2.0,2.2,2.1,2.1142857142857143,2.107142857142857,2.123333333333333,0.08997354108424363
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-01-17,16.4,69,2.2,4,0,17,1,1,2.1,2.2,2.0,2.1,2.107142857142857,2.13,0.08164965809277239
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-01-18,16.1,85,2.2,5,1,18,1,1,2.2,2.1,2.0,2.1,2.1214285714285714,2.1366666666666663,0.08164965809277239
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-01-19,15.9,92,2.5,6,1,19,1,1,2.2,2.2,2.0,2.1142857142857143,2.1357142857142857,2.136666666666667,0.08997354108424363
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-01-20,15.1,92,2.3,0,0,20,1,1,2.5,2.1,2.3,2.1571428571428575,2.1714285714285717,2.1533333333333338,0.1718249385968449
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-01-21,13.8,87,2.2,1,0,21,1,1,2.3,2.0,2.2,2.1857142857142855,2.1714285714285717,2.1666666666666665,0.17728105208558365
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-01-22,13.8,78,2.3,2,0,22,1,1,2.2,2.0,2.1,2.2142857142857144,2.1714285714285717,2.1666666666666665,0.15735915849388868
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-01-23,13.5,77,2.2,3,0,23,1,1,2.3,2.1,2.2,2.257142857142857,2.185714285714286,2.17,0.12724180205607055
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-01-24,12.8,87,2.1,4,0,24,1,1,2.2,2.2,2.2,2.2714285714285714,2.185714285714286,2.1700000000000004,0.11126972805283765
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-01-25,13.0,77,2.0,5,1,25,1,1,2.1,2.2,2.1,2.257142857142857,2.1785714285714284,2.1633333333333336,0.12724180205607055
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-01-26,13.2,67,2.0,6,1,26,1,1,2.0,2.5,2.2,2.2285714285714286,2.1714285714285713,2.1566666666666667,0.1603567451474547
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-01-27,13.3,71,2.1,0,0,27,1,1,2.0,2.3,2.1,2.157142857142857,2.1571428571428575,2.146666666666667,0.12724180205607014
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-01-28,13.3,76,2.1,1,0,28,1,1,2.1,2.2,2.0,2.1285714285714286,2.157142857142857,2.1433333333333335,0.11126972805283698
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-01-29,14.7,70,2.2,2,0,29,1,1,2.1,2.3,2.0,2.1142857142857143,2.164285714285714,2.143333333333333,0.10690449676496928
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-01-30,14.8,77,2.3,3,0,30,1,1,2.2,2.2,2.1,2.1,2.1785714285714284,2.146666666666667,0.08164965809277203
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-01-31,14.0,86,2.2,4,0,31,1,1,2.3,2.1,2.2,2.1142857142857143,2.192857142857143,2.146666666666667,0.10690449676496928
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-02-01,13.7,79,2.0,5,1,1,2,1,2.2,2.0,2.2,2.1285714285714286,2.1928571428571426,2.15,0.11126972805283698
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-02-02,13.7,87,2.3,6,1,2,2,1,2.0,2.0,2.5,2.1285714285714286,2.1785714285714284,2.146666666666667,0.11126972805283698
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-02-03,14.2,80,2.0,0,0,3,2,1,2.3,2.1,2.3,2.1714285714285713,2.164285714285714,2.1566666666666667,0.11126972805283718
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-02-04,14.5,76,2.0,1,0,4,2,1,2.0,2.1,2.2,2.1571428571428575,2.142857142857143,2.1566666666666667,0.12724180205607014
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-02-05,13.7,78,2.2,2,0,5,2,1,2.0,2.2,2.3,2.142857142857143,2.1285714285714286,2.1566666666666667,0.13972762620115411
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-02-13,17.5,66,2.6,3,0,13,2,1,2.2,2.3,2.2,2.142857142857143,2.1214285714285714,2.1533333333333338,0.13972762620115411
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-02-14,17.8,66,2.4,4,0,14,2,1,2.6,2.2,2.1,2.1857142857142855,2.15,2.1666666666666665,0.21930626551751337
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-02-15,17.7,79,2.2,5,1,15,2,1,2.4,2.0,2.0,2.2142857142857144,2.1714285714285713,2.1766666666666667,0.23401261667248785
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-02-16,18.3,74,2.0,6,1,16,2,1,2.2,2.3,2.0,2.242857142857143,2.1857142857142855,2.1766666666666667,0.21491969707422398
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-02-17,18.3,78,2.4,0,0,17,2,1,2.0,2.0,2.1,2.1999999999999997,2.185714285714286,2.1700000000000004,0.23094010767585027
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-02-18,16.9,92,2.1,1,0,18,2,1,2.4,2.0,2.1,2.257142857142857,2.2071428571428573,2.18,0.22253945610567477
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-02-19,16.6,86,2.1,2,0,19,2,1,2.1,2.2,2.2,2.271428571428572,2.207142857142857,2.1766666666666667,0.20586634591635516
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-02-20,17.1,86,2.4,3,0,20,2,1,2.1,2.6,2.3,2.257142857142857,2.2,2.1766666666666667,0.21491969707422398
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-02-21,18.2,76,2.2,4,0,21,2,1,2.4,2.4,2.2,2.2285714285714286,2.207142857142857,2.19,0.17043362064926923
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-02-22,18.8,68,2.2,5,1,22,2,1,2.2,2.2,2.0,2.2,2.207142857142857,2.1966666666666668,0.15275252316519441
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-02-23,18.9,63,1.9,6,1,23,2,1,2.2,2.0,2.3,2.1999999999999997,2.2214285714285715,2.2,0.15275252316519441
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-02-24,18.4,70,1.9,0,0,24,2,1,1.9,2.4,2.0,2.1857142857142855,2.1928571428571426,2.19,0.17728105208558342
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-02-25,18.2,73,2.1,1,0,25,2,1,1.9,2.1,2.0,2.1142857142857143,2.185714285714286,2.18,0.17728105208558323
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-02-26,17.1,84,2.2,2,0,26,2,1,2.1,2.1,2.2,2.1142857142857143,2.1928571428571426,2.1666666666666665,0.17728105208558323
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-02-27,15.8,83,2.1,3,0,27,2,1,2.2,2.4,2.6,2.1285714285714286,2.1928571428571426,2.1633333333333336,0.17994708216848707
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-02-28,16.7,78,2.2,4,0,28,2,1,2.1,2.2,2.4,2.085714285714286,2.157142857142857,2.1600000000000006,0.13451854182690923
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-02-29,18.5,72,1.8,5,1,29,2,1,2.2,2.2,2.2,2.085714285714286,2.142857142857143,2.1566666666666667,0.13451854182690923
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-03-01,18.6,69,2.1,6,1,1,3,1,1.8,1.9,2.0,2.028571428571429,2.1142857142857143,2.1433333333333335,0.160356745147454
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-03-02,17.8,75,2.2,0,0,2,3,1,2.1,1.9,2.4,2.0571428571428574,2.1214285714285714,2.143333333333333,0.15118578920369022
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-03-03,17.1,85,2.1,1,0,3,3,1,2.2,2.1,2.1,2.1,2.107142857142857,2.15,0.1414213562373089
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-03-04,16.6,83,2.2,2,0,4,3,1,2.1,2.2,2.1,2.1,2.107142857142857,2.1533333333333338,0.1414213562373089
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-03-05,16.8,83,2.2,3,0,5,3,1,2.2,2.1,2.4,2.1,2.1142857142857143,2.1566666666666667,0.1414213562373089
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-03-13,20.6,73,2.4,4,0,13,3,1,2.2,2.2,2.2,2.1142857142857143,2.1,2.1599999999999997,0.14638501094227943
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-03-14,21.7,69,2.3,5,1,14,3,1,2.4,1.8,2.2,2.1428571428571432,2.1142857142857143,2.1666666666666665,0.18126539343499276
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-03-15,21.1,77,2.2,6,1,15,3,1,2.3,2.1,1.9,2.2142857142857144,2.1214285714285714,2.1666666666666665,0.10690449676496955
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-03-16,19.6,78,2.1,0,0,16,3,1,2.2,2.2,1.9,2.2285714285714286,2.142857142857143,2.1666666666666665,0.0951189731211341
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-03-17,19.7,68,2.2,1,0,17,3,1,2.1,2.1,2.1,2.2142857142857144,2.1571428571428575,2.17,0.10690449676496955
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-03-18,20.0,67,2.5,2,0,18,3,1,2.2,2.2,2.2,2.2285714285714286,2.164285714285714,2.1666666666666665,0.0951189731211341
