States,Regions,latitude,longitude,Dates,temperature,humidity,Usage,DayOfWeek,IsWeekend,Day,Month,Quarter,Lag1,Lag7,Lag14,Rolling7,Rolling14,Rolling30,RollingStd7
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-03-19,18.7,78,2.3,3,0,19,3,1,2.5,2.2,2.1,2.2714285714285714,2.185714285714286,2.183333333333333,0.138013111868471
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-03-20,18.4,80,2.2,4,0,20,3,1,2.3,2.4,2.2,2.2857142857142856,2.2,2.1933333333333334,0.1345185418269101
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-03-21,18.4,80,2.3,5,1,21,3,1,2.2,2.3,1.8,2.257142857142857,2.2,2.1933333333333334,0.1272418020560705
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-03-22,19.0,76,1.5,6,1,22,3,1,2.3,2.2,2.1,2.257142857142857,2.2357142857142858,2.183333333333333,0.1272418020560705
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-03-23,19.7,77,1.5,0,0,23,3,1,1.5,2.1,2.2,2.157142857142857,2.1928571428571426,2.1533333333333333,0.31547394428670245
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-03-24,19.5,77,1.5,1,0,24,3,1,1.5,2.2,2.1,2.0714285714285716,2.142857142857143,2.1300000000000003,0.402965199962667
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-03-25,21.3,71,2.1,2,0,25,3,1,1.5,2.5,2.2,1.9714285714285713,2.1,2.1133333333333337,0.44986770542121823
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-03-26,21.8,77,2.0,3,0,26,3,1,2.1,2.3,2.2,1.9142857142857141,2.092857142857143,2.1033333333333335,0.39339789623472093
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-03-27,23.1,76,1.4,4,0,27,3,1,2.0,2.2,2.4,1.8714285714285717,2.0785714285714287,2.1,0.3592319850008048
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-03-28,22.7,82,1.7,5,1,28,3,1,1.4,2.3,2.3,1.757142857142857,2.007142857142857,2.0766666666666667,0.36449573777637223
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-03-29,22.7,76,2.1,6,1,29,3,1,1.7,1.5,2.2,1.6714285714285715,1.9642857142857142,2.0533333333333332,0.2751622897751155
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-03-30,22.4,66,2.0,0,0,30,3,1,2.1,1.5,2.1,1.7571428571428573,1.957142857142857,2.05,0.30472470011002056
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-03-31,22.6,61,2.2,1,0,31,3,1,2.0,1.5,2.2,1.8285714285714287,1.95,2.0433333333333334,0.2927700218845587
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-04-01,22.4,68,2.0,2,0,1,4,2,2.2,2.1,2.5,1.9285714285714286,1.95,2.0533333333333332,0.2811540841738184
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-04-02,20.3,79,2.1,3,0,2,4,2,2.0,2.0,2.3,1.9142857142857141,1.9142857142857144,2.0566666666666666,0.2734262327610579
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-04-03,19.8,82,2.0,4,0,3,4,2,2.1,1.4,2.2,1.9285714285714286,1.9000000000000001,2.0566666666666666,0.2811540841738184
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-04-04,20.6,74,2.0,5,1,4,4,2,2.0,1.7,2.3,2.0142857142857147,1.885714285714286,2.05,0.15735915849388746
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-04-05,20.6,67,2.2,6,1,5,4,2,2.0,2.1,1.5,2.0571428571428574,1.8642857142857143,2.0466666666666664,0.07867957924694254
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-04-13,22.9,70,2.3,0,0,13,4,2,2.2,2.0,1.5,2.0714285714285716,1.9142857142857144,2.0466666666666664,0.09511897312113288
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-04-14,24.3,70,2.2,1,0,14,4,2,2.3,2.2,1.5,2.1142857142857143,1.9714285714285715,2.0633333333333335,0.1214985792587904
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-04-15,24.1,74,2.4,2,0,15,4,2,2.2,2.0,2.1,2.1142857142857143,2.0214285714285714,2.066666666666667,0.1214985792587904
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-04-16,22.5,77,2.4,3,0,16,4,2,2.4,2.1,2.0,2.1714285714285717,2.042857142857143,2.0733333333333333,0.1496026483086188
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-04-17,21.4,81,2.3,4,0,17,4,2,2.4,2.0,1.4,2.2142857142857144,2.0714285714285716,2.0833333333333335,0.16761634196950503
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-04-18,21.2,88,2.4,5,1,18,4,2,2.3,2.0,1.7,2.257142857142857,2.1357142857142857,2.086666666666667,0.1397276262011545
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-04-19,20.1,93,2.2,6,1,19,4,2,2.4,2.2,2.1,2.314285714285714,2.185714285714286,2.0933333333333333,0.08997354108424462
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-04-20,20.1,92,2.3,0,0,20,4,2,2.2,2.3,2.0,2.314285714285714,2.1928571428571426,2.086666666666667,0.08997354108424462
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-04-21,20.7,89,2.2,1,0,21,4,2,2.3,2.2,2.2,2.314285714285714,2.2142857142857144,2.086666666666667,0.08997354108424462
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-04-22,19.6,90,2.2,2,0,22,4,2,2.2,2.4,2.0,2.314285714285714,2.2142857142857144,2.086666666666667,0.08997354108424462
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-04-23,19.3,87,2.3,3,0,23,4,2,2.2,2.4,2.1,2.2857142857142856,2.2285714285714286,2.09,0.08997354108424424
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-04-24,18.7,89,2.1,4,0,24,4,2,2.3,2.3,2.0,2.2714285714285714,2.242857142857143,2.0933333333333333,0.07559289460184586
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-04-25,19.2,84,2.0,5,1,25,4,2,2.1,2.4,2.0,2.242857142857143,2.25,2.08,0.09759000729485333
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-04-26,21.4,78,2.2,6,1,26,4,2,2.0,2.2,2.2,2.185714285714286,2.25,2.07,0.10690449676496935
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-04-27,22.8,74,2.2,0,0,27,4,2,2.2,2.3,2.3,2.185714285714286,2.25,2.07,0.10690449676496935
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-04-28,22.4,79,2.1,1,0,28,4,2,2.2,2.2,2.2,2.1714285714285717,2.242857142857143,2.066666666666667,0.09511897312113368
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-04-29,21.1,84,2.1,2,0,29,4,2,2.1,2.2,2.4,2.157142857142857,2.2357142857142858,2.0866666666666664,0.09759000729485272
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-04-30,22.2,78,2.0,3,0,30,4,2,2.1,2.3,2.4,2.142857142857143,2.2142857142857144,2.1066666666666665,0.09759000729485261
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-05-01,22.8,80,2.0,4,0,1,5,2,2.0,2.1,2.3,2.1,2.185714285714286,2.123333333333333,0.08164965809277158
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-05-02,24.0,79,2.2,5,1,2,5,2,2.0,2.0,2.4,2.085714285714286,2.164285714285714,2.12,0.08997354108424274
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-05-03,23.1,85,1.3,6,1,3,5,2,2.2,2.2,2.2,2.1142857142857143,2.15,2.126666666666667,0.08997354108424291
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-05-04,23.5,81,1.4,0,0,4,5,2,1.3,2.2,2.3,1.9857142857142858,2.085714285714286,2.123333333333333,0.31320159337914905
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-05-05,22.8,88,1.3,1,0,5,5,2,1.4,2.1,2.2,1.8714285714285714,2.0214285714285714,2.1133333333333337,0.3638419332360579
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-05-13,21.4,93,1.8,2,0,13,5,2,1.3,2.1,2.2,1.7571428571428573,1.9571428571428573,2.086666666666667,0.40355562548072893
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-05-14,21.6,86,1.9,3,0,14,5,2,1.8,2.0,2.3,1.7142857142857142,1.9285714285714288,2.08,0.3760699023168045
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-05-15,23.2,80,1.7,4,0,15,5,2,1.9,2.0,2.1,1.7,1.9000000000000001,2.07,0.36514837167010994
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-05-16,23.2,85,1.8,5,1,16,5,2,1.7,2.2,2.0,1.6571428571428573,1.8714285714285714,2.06,0.3408672412985378
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-05-17,22.8,87,2.2,6,1,17,5,2,1.8,1.3,2.2,1.5999999999999999,1.8571428571428572,2.0500000000000003,0.2581988897471598
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-05-18,25.2,79,2.2,0,0,18,5,2,2.2,1.4,2.2,1.7285714285714289,1.8571428571428572,2.0566666666666666,0.30394235042348383
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-05-19,25.8,75,2.3,1,0,19,5,2,2.2,1.3,2.1,1.842857142857143,1.8571428571428572,2.0633333333333335,0.31014589500826184
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-05-20,24.8,81,2.3,2,0,20,5,2,2.3,1.8,2.1,1.9857142857142855,1.8714285714285714,2.066666666666667,0.24102953780654723
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-05-21,22.4,93,2.2,3,0,21,5,2,2.3,1.9,2.0,2.0571428571428574,1.8857142857142857,2.066666666666667,0.250713268211203
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-05-22,22.9,93,2.0,4,0,22,5,2,2.2,1.7,2.0,2.1,1.9,2.066666666666667,0.24494897427831744
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-05-23,22.8,94,2.7,5,1,23,5,2,2.0,1.8,2.2,2.142857142857143,1.9,2.0533333333333332,0.18126539343499284
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-06-01,23.8,87,2.3,0,0,1,6,2,2.7,2.2,1.3,2.2714285714285714,1.9357142857142857,2.0633333333333335,0.21380899352994
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-06-02,24.1,90,2.3,1,0,2,6,2,2.3,2.2,1.4,2.2857142857142856,2.007142857142857,2.0633333333333335,0.21157009420498213
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-06-03,21.9,95,2.1,2,0,3,6,2,2.3,2.3,1.3,2.3000000000000003,2.0714285714285716,2.06,0.20816659994661396
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-06-04,22.0,93,2.1,3,0,4,6,2,2.1,2.3,1.8,2.2714285714285714,2.1285714285714286,2.0566666666666666,0.22146697055682876
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-06-05,22.8,91,2.2,4,0,5,6,2,2.1,2.2,1.9,2.242857142857143,2.15,2.05,0.22990681342044436
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-07-01,26.5,87,2.3,2,0,1,7,3,2.2,2.0,1.7,2.242857142857143,2.1714285714285713,2.05,0.22990681342044436
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-07-02,25.7,94,2.1,3,0,2,7,3,2.3,2.7,1.8,2.2857142857142856,2.2142857142857144,2.0533333333333332,0.20354009783964358
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-07-03,26.3,88,2.5,4,0,3,7,3,2.1,2.3,2.2,2.2,2.2357142857142858,2.0466666666666664,0.10000000000000005
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-07-04,26.3,89,2.4,5,1,4,7,3,2.5,2.3,2.2,2.2285714285714286,2.257142857142857,2.06,0.14960264830861947
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-07-05,26.0,90,2.2,6,1,5,7,3,2.4,2.1,2.3,2.242857142857143,2.2714285714285714,2.0733333333333333,0.16183471874253788
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-08-01,27.2,83,2.4,5,1,1,8,3,2.2,2.1,2.3,2.257142857142857,2.2642857142857147,2.0733333333333333,0.15118578920369152
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-08-02,27.8,84,2.3,6,1,2,8,3,2.4,2.2,2.2,2.3,2.2714285714285714,2.08,0.14142135623731064
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-08-03,29.0,81,2.3,0,0,3,8,3,2.3,2.3,2.0,2.314285714285714,2.278571428571429,2.0866666666666664,0.1345185418269112
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-08-04,30.6,74,2.1,1,0,4,8,3,2.3,2.1,2.7,2.314285714285714,2.3000000000000003,2.0933333333333333,0.1345185418269112
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-08-05,30.0,75,2.1,2,0,5,8,3,2.1,2.5,2.3,2.314285714285714,2.257142857142857,2.0966666666666667,0.1345185418269112
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-09-01,26.9,88,2.2,1,0,1,9,3,2.1,2.4,2.3,2.257142857142857,2.242857142857143,2.1,0.1272418020560711
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-09-02,27.9,80,2.1,2,0,2,9,3,2.2,2.2,2.1,2.2285714285714286,2.2357142857142858,2.1,0.11126972805283782
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-09-03,27.1,87,2.1,3,0,3,9,3,2.1,2.4,2.1,2.2142857142857144,2.2357142857142853,2.126666666666667,0.12149857925879137
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-09-04,26.4,90,2.2,4,0,4,9,3,2.1,2.3,2.2,2.1714285714285713,2.2357142857142858,2.15,0.09511897312113358
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-09-05,25.7,91,2.3,5,1,5,9,3,2.2,2.3,2.3,2.1571428571428575,2.2357142857142858,2.18,0.07867957924694334
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-10-01,26.2,82,2.3,3,0,1,10,4,2.3,2.1,2.1,2.157142857142857,2.2357142857142858,2.1966666666666668,0.07867957924694334
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-10-02,25.5,89,2.3,4,0,2,10,4,2.3,2.1,2.5,2.185714285714286,2.25,2.21,0.08997354108424331
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-10-03,24.9,89,2.2,5,1,3,10,4,2.3,2.2,2.4,2.2142857142857144,2.2357142857142858,2.2299999999999995,0.08997354108424369
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-10-04,25.0,91,2.2,6,1,4,10,4,2.2,2.1,2.2,2.2142857142857144,2.2214285714285715,2.243333333333333,0.08997354108424369
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-10-05,25.2,89,2.4,0,0,5,10,4,2.2,2.1,2.4,2.2285714285714286,2.221428571428571,2.243333333333333,0.07559289460184565
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-11-01,23.6,82,2.2,6,1,1,11,4,2.4,2.2,2.3,2.2714285714285714,2.2214285714285715,2.25,0.0755928946018464
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-11-02,23.0,85,2.1,0,0,2,11,4,2.2,2.3,2.3,2.2714285714285714,2.2142857142857144,2.2466666666666666,0.0755928946018464
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-11-03,22.7,89,2.2,1,0,3,11,4,2.1,2.3,2.1,2.242857142857143,2.2,2.24,0.09759000729485375
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-11-04,22.3,88,2.0,2,0,4,11,4,2.2,2.3,2.1,2.2285714285714286,2.2071428571428573,2.2399999999999998,0.0951189731211345
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-11-05,20.3,82,2.0,3,0,5,11,4,2.0,2.2,2.2,2.185714285714286,2.2,2.2399999999999998,0.12149857925879116
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-12-01,18.3,67,2.1,1,0,1,12,4,2.0,2.2,2.1,2.157142857142857,2.185714285714286,2.216666666666667,0.13972762620115423
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-12-02,18.4,67,2.1,2,0,2,12,4,2.1,2.4,2.1,2.142857142857143,2.1857142857142855,2.21,0.13972762620115414
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-12-03,17.9,71,2.1,3,0,3,12,4,2.1,2.2,2.2,2.1,2.185714285714286,2.203333333333333,0.08164965809277203
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-12-04,17.6,73,2.0,4,0,4,12,4,2.1,2.1,2.3,2.085714285714286,2.1785714285714284,2.2033333333333336,0.06900655593423463
Arunachal Pradesh,NER,27.10039878,93.61660071,2020-12-05,16.9,77,2.1,5,1,5,12,4,2.0,2.2,2.3,2.0714285714285716,2.1571428571428575,2.2,0.07559289460184467
Assam,NER,26.7499809,94.21666744,2019-01-02,15.1,84,21.7,2,0,2,1,1,24.96003976143141,24.96003976143141,24.96003976143141,102.940978438339,102.8635123158362,102.72730941685938,0.0
Assam,NER,26.7499809,94.21666744,2019-01-03,15.5,82,23.4,3,0,3,1,1,21.7,24.96003976143141,24.96003976143141,21.7,21.7,21.7,0.0
Assam,NER,26.7499809,94.21666744,2019-01-04,14.9,82,21.7,4,0,4,1,1,23.4,24.96003976143141,24.96003976143141,22.549999999999997,22.549999999999997,22.549999999999997,1.2020815280171315
Assam,NER,26.7499809,94.21666744,2019-01-05,14.8,78,22.5,5,1,5,1,1,21.7,24.96003976143141,24.96003976143141,22.266666666666666,22.266666666666666,22.266666666666666,0.9814954576223639
Assam,NER,26.7499809,94.21666744,2019-01-06,14.9,82,21.7,6,1,6,1,1,22.5,24.96003976143141,24.96003976143141,22.325,22.325,22.325,0.8098353742170896
Assam,NER,26.7499809,94.21666744,2019-01-07,15.4,82,21.4,0,0,7,1,1,21.7,24.96003976143141,24.96003976143141,22.2,22.2,22.2,0.7549834435270751
Assam,NER,26.7499809,94.21666744,2019-01-08,16.1,81,20.7,1,0,8,1,1,21.4,24.96003976143141,24.96003976143141,22.066666666666666,22.066666666666666,22.066666666666666,0.7501111028818779
Assam,NER,26.7499809,94.21666744,2019-01-09,15.9,84,25.8,2,0,9,1,1,20.7,21.7,24.96003976143141,21.87142857142857,21.87142857142857,21.87142857142857,0.8577378887016045
Assam,NER,26.7499809,94.21666744,2019-01-10,15.8,82,25.8,3,0,10,1,1,25.8,23.4,24.96003976143141,22.45714285714286,22.3625,22.3625,1.7037773161000667
Assam,NER,26.7499809,94.21666744,2019-01-11,15.6,82,27.9,4,0,11,1,1,25.8,21.7,24.96003976143141,22.8,22.744444444444444,22.744444444444444,2.1166010488516744
Assam,NER,26.7499809,94.21666744,2019-01-12,15.6,81,30.1,5,1,12,1,1,27.9,22.5,24.96003976143141,23.685714285714283,23.259999999999998,23.259999999999998,2.7745441496028223
Assam,NER,26.7499809,94.21666744,2019-01-13,15.8,81,30.1,6,1,13,1,1,30.1,21.7,24.96003976143141,24.771428571428572,23.88181818181818,23.88181818181818,3.59801532594211
Assam,NER,26.7499809,94.21666744,2019-01-14,16.4,79,31.7,0,0,14,1,1,30.1,21.4,24.96003976143141,25.97142857142857,24.400000000000002,24.400000000000002,3.798119835617922
Assam,NER,26.7499809,94.21666744,2019-01-15,16.3,80,29.2,1,0,15,1,1,31.7,20.7,24.96003976143141,27.442857142857143,24.96153846153846,24.96153846153846,3.7264179148601273
Assam,NER,26.7499809,94.21666744,2019-01-16,15.1,85,31.3,2,0,16,1,1,29.2,25.8,21.7,28.657142857142855,25.264285714285712,25.264285714285712,2.258950451616229
Assam,NER,26.7499809,94.21666744,2019-01-17,15.6,81,33.1,3,0,17,1,1,31.3,25.8,23.4,29.442857142857143,25.95,25.666666666666668,2.046018200356609
Assam,NER,26.7499809,94.21666744,2019-01-18,16.0,79,32.5,4,0,18,1,1,33.1,27.9,21.7,30.485714285714288,26.642857142857142,26.13125,1.7131146793959613
Assam,NER,26.7499809,94.21666744,2019-01-19,15.5,80,31.4,5,1,19,1,1,32.5,30.1,22.5,31.142857142857142,27.41428571428571,26.50588235294118,1.4116859221714873
Assam,NER,26.7499809,94.21666744,2019-01-20,16.3,79,33.0,6,1,20,1,1,31.4,30.1,21.7,31.32857142857143,28.05,26.77777777777778,1.3350584078537435
Assam,NER,26.7499809,94.21666744,2019-01-21,16.4,81,34.3,0,0,21,1,1,33.0,31.7,21.4,31.74285714285714,28.857142857142858,27.105263157894736,1.3402203088263123
Assam,NER,26.7499809,94.21666744,2019-01-22,16.6,81,33.3,1,0,22,1,1,34.3,29.2,20.7,32.114285714285714,29.778571428571432,27.464999999999996,1.6506852833783676
Assam,NER,26.7499809,94.21666744,2019-01-23,16.5,79,22.5,2,0,23,1,1,33.3,31.3,25.8,32.7,30.678571428571427,27.742857142857144,1.0692676621563697
Assam,NER,26.7499809,94.21666744,2019-01-24,16.9,80,21.3,3,0,24,1,1,22.5,33.1,25.8,31.442857142857143,30.442857142857143,27.504545454545454,4.0389178182846415
Assam,NER,26.7499809,94.21666744,2019-01-25,18.3,75,18.7,4,0,25,1,1,21.3,32.5,27.9,29.757142857142856,30.12142857142857,27.23478260869565,5.448503507954318
Assam,NER,26.7499809,94.21666744,2019-01-26,18.0,78,22.3,5,1,26,1,1,18.7,31.4,30.1,27.785714285714285,29.46428571428571,26.879166666666666,6.653928306253529
Assam,NER,26.7499809,94.21666744,2019-01-27,18.8,80,23.6,6,1,27,1,1,22.3,33.0,30.1,26.485714285714284,28.907142857142855,26.695999999999998,6.718737126233518
Assam,NER,26.7499809,94.21666744,2019-01-28,18.6,78,18.7,0,0,28,1,1,23.6,34.3,31.7,25.142857142857142,28.442857142857143,26.576923076923077,6.111698384480143
Assam,NER,26.7499809,94.21666744,2019-01-29,17.4,84,18.3,1,0,29,1,1,18.7,33.3,29.2,22.914285714285715,27.514285714285712,26.28518518518519,4.949891773708659
Assam,NER,26.7499809,94.21666744,2019-01-30,16.2,81,20.0,2,0,30,1,1,18.3,22.5,31.3,20.771428571428572,26.735714285714288,26.0,2.1715695442961063
Assam,NER,26.7499809,94.21666744,2019-01-31,16.3,79,20.5,3,0,31,1,1,20.0,21.3,33.1,20.414285714285715,25.928571428571427,25.79310344827586,2.041591349436844
Assam,NER,26.7499809,94.21666744,2019-02-02,17.0,76,20.9,5,1,2,2,1,20.5,18.7,32.5,20.3,25.02857142857143,25.616666666666667,2.005824851110747
Assam,NER,26.7499809,94.21666744,2019-02-03,17.7,75,20.9,6,1,3,2,1,20.9,22.3,31.4,20.614285714285717,24.199999999999996,25.589999999999996,1.8818683725034235
Assam,NER,26.7499809,94.21666744,2019-02-04,18.2,70,19.7,0,0,4,2,1,20.9,23.6,33.0,20.414285714285715,23.45,25.506666666666664,1.7420568029665446
Assam,NER,26.7499809,94.21666744,2019-02-05,17.5,73,19.5,1,0,5,2,1,19.7,18.7,34.3,19.857142857142858,22.5,25.44,1.0325649985306438
Assam,NER,26.7499809,94.21666744,2019-02-06,18.1,73,19.8,2,0,6,2,1,19.5,18.3,33.3,19.97142857142857,21.442857142857143,25.34,0.9214377998800194
Assam,NER,26.7499809,94.21666744,2019-02-07,18.7,74,21.5,3,0,7,2,1,19.8,20.0,22.5,20.185714285714287,20.47857142857143,25.276666666666664,0.5785861256217752
Assam,NER,26.7499809,94.21666744,2019-02-08,19.8,70,24.3,4,0,8,2,1,21.5,20.5,21.3,20.400000000000002,20.407142857142862,25.279999999999998,0.7505553499465875
Assam,NER,26.7499809,94.21666744,2019-02-09,19.2,80,25.3,5,1,9,2,1,24.3,20.9,18.7,20.942857142857143,20.62142857142857,25.4,1.6591736325223019
Assam,NER,26.7499809,94.21666744,2019-02-10,17.7,86,26.5,6,1,10,2,1,25.3,20.9,22.3,21.571428571428573,21.092857142857145,25.383333333333333,2.3357470508842333
Assam,NER,26.7499809,94.21666744,2019-02-11,17.6,79,25.9,0,0,11,2,1,26.5,19.7,23.6,22.37142857142857,21.392857142857142,25.406666666666663,2.9465880187737565
Assam,NER,26.7499809,94.21666744,2019-02-12,18.0,75,25.2,1,0,12,2,1,25.9,19.5,18.7,23.25714285714286,21.557142857142857,25.339999999999996,2.941573922725253
Assam,NER,26.7499809,94.21666744,2019-02-13,19.2,73,24.5,2,0,13,2,1,25.2,19.8,18.3,24.071428571428573,22.021428571428572,25.176666666666666,2.4810711972279984
Assam,NER,26.7499809,94.21666744,2019-02-14,19.6,72,23.9,3,0,14,2,1,24.5,21.5,20.0,24.74285714285714,22.464285714285715,24.990000000000002,1.6184943032102077
Assam,NER,26.7499809,94.21666744,2019-02-15,19.6,74,23.6,4,0,15,2,1,23.9,24.3,20.5,25.085714285714285,22.74285714285714,24.73,0.9209208641872134
Assam,NER,26.7499809,94.21666744,2019-02-16,19.1,81,23.7,5,1,16,2,1,23.6,25.3,20.9,24.985714285714288,22.964285714285715,24.543333333333333,1.0494896719018518
Assam,NER,26.7499809,94.21666744,2019-02-17,17.5,87,23.5,6,1,17,2,1,23.7,26.5,20.9,24.757142857142856,23.164285714285715,24.29,1.139966582634725
Assam,NER,26.7499809,94.21666744,2019-02-18,15.8,91,23.8,0,0,18,2,1,23.5,25.9,19.7,24.328571428571426,23.349999999999998,23.969999999999995,0.917813135873001
Assam,NER,26.7499809,94.21666744,2019-02-19,16.6,83,23.9,1,0,19,2,1,23.8,25.2,19.5,24.02857142857143,23.642857142857142,23.68,0.6102302453836831
Assam,NER,26.7499809,94.21666744,2019-02-20,15.9,86,22.6,2,0,20,2,1,23.9,24.5,19.8,23.842857142857145,23.957142857142856,23.43,0.3258688021129862
Assam,NER,26.7499809,94.21666744,2019-02-21,17.8,85,25.2,3,0,21,2,1,22.6,23.9,21.5,23.571428571428573,24.157142857142855,23.083333333333332,0.45355736761115256
Assam,NER,26.7499809,94.21666744,2019-02-22,19.0,83,28.0,4,0,22,2,1,25.2,23.6,24.3,23.757142857142856,24.42142857142857,22.779999999999998,0.7678045386189672
Assam,NER,26.7499809,94.21666744,2019-02-23,19.2,87,28.6,5,1,23,2,1,28.0,23.7,25.3,24.385714285714283,24.685714285714287,22.60333333333333,1.7676996081806409
Assam,NER,26.7499809,94.21666744,2019-02-24,19.8,84,27.0,6,1,24,2,1,28.6,23.5,26.5,25.08571428571429,24.921428571428574,22.806666666666665,2.3312575800974895
